artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2525-3409	http://dx.doi.org/10.33448/rsd-v10i6.15577	Reflexão da prática docente no ambiente escolar: Um diálogo singular necessário sob o olhar do educando de Química na Educação Básica	RESEARCH, SOCIETY AND DEVELOPMENT	SIVICO, MAYKI JARDIM ; GOMES, RODRIGO DA VITÓRIA ; VENTURA, LORENA ALVES ; Mendes, Ana Nery Furlan		
artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2446-774X	http://dx.doi.org/10.31417/educitec.v7.1657	Dinamiquiz	REVISTA DE ESTUDOS E PESQUISAS SOBRE ENSINO TECNOLÓGICO	SIVICO, MAYKI JARDIM ; Mendes, Ana Nery Furlan		
artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2596-1640		'Solos' uma prática metodológica interdisciplinar no ensino de química	Scientia Naturalis	SIVICO, M. J. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2596-1640		O ensino de termoquímica através da abordagem lúdica com o uso do autorama químico	Scientia Naturalis	CARLETTO, B. M. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2596-1640		História da ciência no ensino superior: um estudo das concepções de licenciandos em química sobre a construção da tabela periódica	Scientia Naturalis	GOMES, R. V. ; MENDES, A. N. F. ; MENDES, A. N. F. ; AIRES, J. A.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2447-8733	http://dx.doi.org/10.17921/2447-8733.2021v22n5p%p	A Inserção da História da Química em Sala de Aula: ?Qual Elemento Químico Sou Eu??	REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS	GOMES, R. V. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2021	2179-8435	http://dx.doi.org/10.15448/2179-8435.2021.1.41803	A influência da formação docente na aprendizagem de estudantes com deficiência intelectual no ensino de química	EDUCAÇÃO  POR ESCRITO PUCRS	BONOMO, BRUNA DE OLIVEIRA ; Mendes, Ana Nery Furlan		
artigoEmPeriodico	Ana Nery Furlan Mendes	2020	2526-2688		Atendimento Educacional Especializado: a importância da mediação do professor na inclusão de um estudante com deficiência intelectual no ensino de Química	REVISTA KIRI-KERÊ - PESQUISA EM ENSINO	GRACIANO, B. B. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2020	2447-5580		SYNTHESIS AND EVALUATION OF SCHIFF BASE COMPOUNDS AS COPPER AND NICKEL CHELATORS AND RADICAL SCAVENGERS	BrazilianJournal of Production Engineering	Silveira, V. C. ; MOREIRA, K. C. C. S. R. ; MARTINS, L. F. ; NOGUEIRA, C. M. ; COSTA, A. P. O. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2020	1983-7011		A utilização de fotografias no ensino-aprendizagem de química	REVISTA ELETRÔNICA ENSINO, SAÚDE E AMBIENTE	PEROVANO, L. P. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2020	1982-1123	http://dx.doi.org/10.25110/educere.v20i2.2020.7614	A FORMAÇÃO PARA A CIDADANIA NO COTIDIANO ESCOLAR: UMA ANÁLISE POR MEIO DO PROJETO POLÍTICO-PEDAGÓGICO	EDUCERE: Revista de Educação da UNIPAR	RUY, G. R. ; ROCHA, S. M. S. ; MENDES, A. N. F. ; MENDES, A. N. F.		
artigoEmPeriodico	Ana Nery Furlan Mendes	2020	2526-2688	http://dx.doi.org/10.47456/krkr.v2i5.32610	ação do Pibid no ambiente escolar: a utilização do jogo balanceamento químico e a confecção de um videoclipe no processo de ensino e aprendizagem de química	REVISTA KIRI-KERÊ - PESQUISA EM ENSINO	FURLAN MENDES, ANA NERY; DUARTE SILVA, CARLOS ; COSTA DE SOUZA, LUCIARA ; CESQUINE ALVES, TAMIRES		
artigoEmPeriodico	Ana Nery Furlan Mendes	2020	2526-2688	http://dx.doi.org/10.47456/krkr.v1i5.32648	PIBID Química São Mateus/ES: o olhar dos envolvidos no projeto sobre a Formação Inicial de Professores	REVISTA KIRI-KERÊ - PESQUISA EM ENSINO	FURLAN MENDES, ANA NERY; RIZZI SIQUEIRA, KELLY GRACE ; SANTANA DOS SANTOS, JOÃO VITOR ; BROSEGUINI GOMES, OTAVIO ; WILL, GISELI		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024	http://dx.doi.org/10.22533/at.ed.7341911115	Produção de materiais informativos para o combate às fake news envolvendo a ciência	II Encontro da Rede Latino-Americana de Pesquisa em Educação Química / II Colóquio Internacional de Didáctica de las Ciencias Humanas y Naturales	DURAES, F. D. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024		Possibilidades de experimentações químicas: oficina pedagógica para professores da educação básica	II Encontro da Rede Latino-Americana de Pesquisa em Educação Química / II Colóquio Internacional de Didáctica de las Ciencias Humanas y Naturales	AMORIM, A. S. ; MEIRELES, C. S. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024		Explorando saberes: jogos didáticos e fanzines para o ensino de eletricidade a alunos dos anos iniciais do ensino fundamental	II Encontro da Rede Latino-Americana de Pesquisa em Educação Química / II Colóquio Internacional de Didáctica de las Ciencias Humanas y Naturales	PEREIRA, L. Q. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024		Explorando a cozinha como espaço não formal de aprendizagem: uma abordagem prática na Educação de Jovens e Adultos	XXII ENEQ - Encontro Nacional de Ensino de Química	PEREIRA, L. Q. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024		Pró-Ensino de Química Geral: A visão dos bolsistas sobre a contribuição deste Projeto de Ensino para os Estudantes de Graduação da Ufes/Ceunes	XXII ENEQ - Encontro Nacional de Ensino de Química	MENDES, A. N. F.; MENDES, A. N. F. ; MEIRELES, C. S.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024		A química no ensino fundamental: o desenvolvimento da experimentação por meio de oficinas pedagógicas	XXII ENEQ - Encontro Nacional de Ensino de Química	AMORIM, A. S. ; MENDES, A. N. F. ; MENDES, A. N. F. ; MEIRELES, C. S.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2024		A Extensão Universitária Como Componente Curricular e suas Contribuições para a Formação Inicial na Perspectiva dos Licenciandos em Química da Ufes/Ceunes	XXII ENEQ - Encontro Nacional de Ensino de Química	AMORIM, A. S. ; MENDES, A. N. F. ; MENDES, A. N. F. ; MEIRELES, C. S. ; NOGUEIRA, C. M.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2023		A HISTÓRIA DA CIÊNCIA E A INTERDISCIPLINARIDADE NO ENSINO DE CIÊNCIAS: TENDÊNCIAS EMERGENTES PARA UMA ABORDAGEM NA SALA DE AULA	XIV ENCONTRO NACIONAL DE PESQUISA EM EDUCAÇÃO EM CIÊNCIAS	SIVICO, M. J. ; GOMES, R. V. ; MENDES, A. N. F. ; MENDES, A. N. F. ; KAVALEK, D. S.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		Ensino de História da Química: Uma Proposta Didática para abordagem da Construção Histórica da Tabela Periódica na nova modalidade da EJA	20º Encontro Nacional de Ensino de Química	GOMES, R. V. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		A História da Ciência no Ensino Superior: Concepções de Licenciandos em Química da Universidade Federal do Espírito Santo, Campus São Mateus	20º Encontro Nacional de Ensino de Química	GOMES, R. V. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		Autorama Químico: O Lúdico como metodologia no Ensino de Termoquímica	20º Encontro Nacional de Ensino de Química	CARLETTO, B. M. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		Construindo e Avaliando Possibilidades de Implantação da Aprendizagem Baseada em Problemas para o Ensino de Estequiometria na Educação Básica	20º Encontro Nacional de Ensino de Química	CARLETTO, B. M. ; MENDES, A. N. F. ; MENDES, A. N. F. ; BIANCO, G.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		Contribuições do Projeto de Iniciação Científica júnior (Pic-jr) para o ensino aprendizagem de química e formação dos alunos bolsistas da educação básica	20º Encontro Nacional de Ensino de Química	GOULART, D. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		A interdisciplinaridade no Ensino de Química: Uma discussão para além da sala de aula	Anais do 20º Encontro Nacional de Ensino de Química (ENEQ Pernambuco)	SIVICO, M. J. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		A construção dialética do conhecimento científico interdisciplinar da temática 'solos' no Ensino de Química e Geografia	XI Encontro Paulista de Pesquisa em Ensino de Química	SIVICO, M. J. ; GOMES, R. V. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		Possibilitando a aprendizagem de Química através de vídeos no ensino remoto	7º Congresso Paranaense de Educação em Química (CPEQUI)	ANDRADE, A. L. G. ; HONORATO, D. S. ; SILVA, F. S. ; ORGINO, I. S. ; ROCHA, J. M. M. ; MASCARENHAS, J. A. ; MUNER, R. G. ; FREITAS, N. F. ; SCHMIDT, R. C. ; SIQUEIRA, K. G. R. ; MENDES, A. N. F. ; MENDES, A. N. F.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2021		O uso do Instagram como estratégia educacional para o ensino de química no contexto da pandemia	7º Congresso Paranaense de Educação em Química (CPEQUI)	PEREIRA, L. Q. ; BORLOT, M. B. P. ; SANTOS, R. V. ; CAETANO, V. S. ; MENDES, A. N. F. ; MENDES, A. N. F. ; ALVES, T. C.		
trabalhoCompletoEmCongresso	Ana Nery Furlan Mendes	2020		PRÁTICAS QUE INCLUEM: ESTRATÉGIAS E RECURSOS DIDÁTICOS NO ENSINO DE CIÊNCIAS	II Congresso Nacional de Práticas Inclusivas	HELL, I. B. ; MENDES, A. N. F. ; MENDES, A. N. F. ; MANCINI, K. C.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	O USO DA EXPERIMENTAÇÃO NO ENSINO DE QUÍMICA PARA O COMBATE ÀS FAKE NEWS	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	DURAES, F. D. ; MENDES, A. N. F. ; MENDES, A. N. F.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	O STOP MOTION COMO RECURSO DIDÁTICO PARA ABORDAR O CONTEÚDO DE TRANSFORMAÇÕES QUÍMICAS NO ENSINO FUNDAMENTAL	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	SILVA, F. S. ; MENDES, A. N. F. ; MENDES, A. N. F.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	VALIDAÇÃO DE PROPOSTAS DE INTERVENÇÃO PARA SE TRABALHAR A HISTÓRIA E CULTURA AFRO BRASILEIRA NO ENSINO DE QUÍMICA	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	ROSA, D. L. ; AMADO, M. V. ; MENDES, A. N. F. ; MENDES, A. N. F.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	KIT EXPERIMENTAL DE QUÍMICA: UMA POSSIBILIDADE DE ATIVIDADES PRÁTICAS PARA ESCOLAS CARENTES	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	AMORIM, A. S. ; VIANA, J. P. ; MENDES, A. N. F. ; MENDES, A. N. F. ; MEIRELES, C. S. ; ANDRADE, G. R. S.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	A QUÍMICA FORENSE EM SALA DE AULA: EXPERIMENTO DE EXTRAÇÃO DO DNA DO MORANGO E A RELAÇÃO COM SÉRIES CRIMINAIS	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	SCARDINI, F. J. ; BRAGA, G. P. P. H. ; MENDES, A. N. F. ; MENDES, A. N. F. ; BARBOSA, L. T.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	USO DE UM INDICADOR NATURAL PARA DESENVOLVER O CONCEITO DE MISTURA HOMOGÊNEA E HETEROGÊNEA COM ALUNOS DO ENSINO MÉDIO	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	ANOIR, J. Q. ; SANTOS, T. C. ; MENDES, A. N. F. ; MENDES, A. N. F. ; BARBOSA, L. T.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	A UTILIZAÇÃO DO KAHOOT NO ENSINO DE QUÍMICA COMO FERRAMENTA PARA UMA APRENDIZAGEM DINÂMICA	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	OLIVEIRA, G. S. ; SANTANA, D. C. ; MENDES, A. N. F. ; MENDES, A. N. F. ; DURAES, F. D.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	PROPOSTA DIDÁTICA PARA O ENSINO DA TABELA PERIÓDICA PARA OS ALUNOS DO 9° ANO DO ENSINO FUNDAMENTAL	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	PANDOLFI, T. V. T. ; MENDES, A. N. F. ; MENDES, A. N. F.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	A EXPERIMENTAÇÃO COM ATIVIDADES PRÁTICAS INVESTIGATIVAS COMO ESTRATÉGIA COMPLEMENTAR NO ENSINO DE CINÉTICA QUÍMICA	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	KLOSS, D. S. ; DURAES, F. D. ; MENDES, A. N. F. ; MENDES, A. N. F.		
resumoExpandidoEmCongresso	Ana Nery Furlan Mendes	2023	ATIVIDADE DIDÁTICA PARA O ENSINO DE MODELOS ATÔMICOS NA EDUCAÇÃO BÁSICA	I Congresso Capixaba de Ensino de Ciências, 2023, São Mateus. Anais do Congresso Capixaba de Ensino de Ciências. Recife: Even3	GOMES, G. S. ; CAMARGO, B. ; MENDES, A. N. F. ; MENDES, A. N. F. ; DURAES, F. D.		
